Date;Time;SensorId;Value
01.01.2019;02:08:00;21;0,26
01.01.2019;02:08:00;24;2,49
01.01.2019;02:08:00;25;20,00
01.01.2019;02:08:00;27;3,23
01.01.2019;02:08:00;31;16,12
01.01.2019;02:08:00;33;2,60
01.01.2019;02:08:01;18;10,31
01.01.2019;02:08:16;16;19,02
01.01.2019;02:08:22;12;7,08
01.01.2019;02:08:24;6;11,47
01.01.2019;02:08:27;22;15,93
01.01.2019;02:08:31;28;23,09
01.01.2019;02:08:37;34;19,14
01.01.2019;02:08:41;36;4,78
01.01.2019;02:08:44;4;13,81
01.01.2019;02:08:52;10;20,88
01.01.2019;02:08:58;30;5,44
01.01.2019;02:10:00;1;10,45
01.01.2019;02:10:00;2;-10,00
01.01.2019;02:10:00;3;9,15
01.01.2019;02:10:00;7;17,58
01.01.2019;02:10:00;8;-10,04
01.01.2019;02:10:00;9;4,79
01.01.2019;02:10:00;13;15,80
01.01.2019;02:10:00;14;-12,26
01.01.2019;02:10:00;15;8,04
01.01.2019;02:10:00;19;12,77
01.01.2019;02:10:00;20;-13,59
01.01.2019;02:10:00;21;0,26
01.01.2019;02:10:00;24;-0,33
01.01.2019;02:10:00;25;20,00
01.01.2019;02:10:00;26;-18,17
01.01.2019;02:10:00;27;3,23
01.01.2019;02:10:00;31;14,25
01.01.2019;02:10:00;32;-11,50
01.01.2019;02:10:00;33;2,60
01.01.2019;02:10:01;18;9,16
01.01.2019;02:10:05;17;-14,23
01.01.2019;02:10:12;5;-10,27
01.01.2019;02:10:16;16;15,10
01.01.2019;02:10:22;12;5,51
01.01.2019;02:10:24;6;11,58
01.01.2019;02:10:27;22;13,07
01.01.2019;02:10:31;28;16,03
01.01.2019;02:10:34;11;-11,15
01.01.2019;02:10:37;34;16,02
01.01.2019;02:10:41;36;4,71
01.01.2019;02:10:43;23;-13,28
01.01.2019;02:10:44;4;8,29
01.01.2019;02:10:52;10;21,16
01.01.2019;02:10:53;35;-12,04
01.01.2019;02:10:55;29;-17,86
01.01.2019;02:10:58;30;4,94
01.01.2019;02:12:00;1;10,45
01.01.2019;02:12:00;3;9,15
01.01.2019;02:12:00;7;17,58
01.01.2019;02:12:00;9;4,79
01.01.2019;02:12:00;13;17,72
01.01.2019;02:12:00;15;8,04
01.01.2019;02:12:00;19;12,77
01.01.2019;02:12:00;21;0,26
01.01.2019;02:12:00;24;2,23
01.01.2019;02:12:00;25;19,79
01.01.2019;02:12:00;27;3,23
01.01.2019;02:12:00;31;14,25
01.01.2019;02:12:00;33;2,60
01.01.2019;02:12:01;18;9,79
01.01.2019;02:12:16;16;12,79
01.01.2019;02:12:22;12;3,81
01.01.2019;02:12:24;6;11,95
01.01.2019;02:12:27;22;14,63
01.01.2019;02:12:31;28;22,23
01.01.2019;02:12:37;34;17,26
01.01.2019;02:12:41;36;3,52
01.01.2019;02:12:44;4;14,38
01.01.2019;02:12:52;10;22,08
01.01.2019;02:12:58;30;5,44
01.01.2019;02:14:00;1;10,45
01.01.2019;02:14:00;3;9,15
01.01.2019;02:14:00;7;19,55
01.01.2019;02:14:00;9;3,76
01.01.2019;02:14:00;13;17,72
01.01.2019;02:14:00;15;8,04
01.01.2019;02:14:00;19;10,81
01.01.2019;02:14:00;21;0,26
01.01.2019;02:14:00;24;-0,43
01.01.2019;02:14:00;25;19,79
01.01.2019;02:14:00;27;3,23
01.01.2019;02:14:00;31;14,25
01.01.2019;02:14:00;33;2,60
01.01.2019;02:14:01;18;8,96
01.01.2019;02:14:16;16;18,16
01.01.2019;02:14:22;12;4,94
01.01.2019;02:14:24;6;11,94
01.01.2019;02:14:27;22;10,60
01.01.2019;02:14:31;28;15,57
01.01.2019;02:14:37;34;16,01
01.01.2019;02:14:41;36;4,05
01.01.2019;02:14:44;4;8,93
01.01.2019;02:14:52;10;24,01
01.01.2019;02:14:58;30;4,93
01.01.2019;02:15:00;2;-10,00
01.01.2019;02:15:00;8;-10,00
01.01.2019;02:15:00;14;-12,26
01.01.2019;02:15:00;20;-13,02
01.01.2019;02:15:00;26;-18,17
01.01.2019;02:15:00;32;-11,50
01.01.2019;02:15:05;17;-10,86
01.01.2019;02:15:12;5;-11,50
01.01.2019;02:15:34;11;-11,80
01.01.2019;02:15:43;23;-14,39
01.01.2019;02:15:53;35;-13,17
01.01.2019;02:15:55;29;-19,54
01.01.2019;02:16:00;1;10,00
01.01.2019;02:16:00;3;9,15
01.01.2019;02:16:00;7;19,55
01.01.2019;02:16:00;9;3,76
01.01.2019;02:16:00;13;19,50
01.01.2019;02:16:00;15;8,04
01.01.2019;02:16:00;19;10,81
01.01.2019;02:16:00;21;0,26
01.01.2019;02:16:00;24;1,96
01.01.2019;02:16:00;25;19,79
01.01.2019;02:16:00;27;4,10
01.01.2019;02:16:00;31;14,25
01.01.2019;02:16:00;33;2,60
01.01.2019;02:16:01;18;10,79
01.01.2019;02:16:16;16;18,22
01.01.2019;02:16:22;12;4,25
01.01.2019;02:16:24;6;10,69
01.01.2019;02:16:27;22;15,18
01.01.2019;02:16:31;28;21,54
01.01.2019;02:16:37;34;13,37
01.01.2019;02:16:41;36;5,51
01.01.2019;02:16:44;4;13,97
01.01.2019;02:16:52;10;20,89
01.01.2019;02:16:58;30;4,75
01.01.2019;02:18:00;1;10,00
01.01.2019;02:18:00;3;9,15
01.01.2019;02:18:00;7;17,64
01.01.2019;02:18:00;9;3,76
01.01.2019;02:18:00;13;20,00
01.01.2019;02:18:00;15;8,04
01.01.2019;02:18:00;19;10,81
01.01.2019;02:18:00;21;0,26
01.01.2019;02:18:00;24;0,99
01.01.2019;02:18:00;25;19,79
01.01.2019;02:18:00;27;4,10
01.01.2019;02:18:00;31;12,92
01.01.2019;02:18:00;33;2,60
01.01.2019;02:18:01;18;10,75
01.01.2019;02:18:16;16;15,76
01.01.2019;02:18:22;12;3,07
01.01.2019;02:18:24;6;10,43
01.01.2019;02:18:27;22;15,06
01.01.2019;02:18:31;28;19,11
01.01.2019;02:18:37;34;17,31
01.01.2019;02:18:41;36;4,75
01.01.2019;02:18:44;4;5,64
01.01.2019;02:18:52;10;18,35
01.01.2019;02:18:58;30;6,85
01.01.2019;02:20:00;1;10,00
01.01.2019;02:20:00;2;-10,00
01.01.2019;02:20:00;3;9,15
01.01.2019;02:20:00;7;16,20
01.01.2019;02:20:00;8;-10,40
01.01.2019;02:20:00;9;3,76
01.01.2019;02:20:00;13;18,52
01.01.2019;02:20:00;14;-12,26
01.01.2019;02:20:00;15;8,04
01.01.2019;02:20:00;19;10,81
01.01.2019;02:20:00;20;-13,02
01.01.2019;02:20:00;21;0,26
01.01.2019;02:20:00;24;0,81
01.01.2019;02:20:00;25;19,79
01.01.2019;02:20:00;26;-18,17
01.01.2019;02:20:00;27;4,10
01.01.2019;02:20:00;31;12,92
01.01.2019;02:20:00;32;-11,87
01.01.2019;02:20:00;33;2,60
01.01.2019;02:20:01;18;9,64
01.01.2019;02:20:05;17;-13,54
01.01.2019;02:20:12;5;-10,71
01.01.2019;02:20:16;16;20,59
01.01.2019;02:20:22;12;5,59
01.01.2019;02:20:24;6;12,02
01.01.2019;02:20:27;22;12,29
01.01.2019;02:20:31;28;18,67
01.01.2019;02:20:34;11;-9,65
01.01.2019;02:20:37;34;9,19
01.01.2019;02:20:41;36;1,88
01.01.2019;02:20:43;23;-12,33
01.01.2019;02:20:44;4;7,29
01.01.2019;02:20:52;10;20,88
01.01.2019;02:20:53;35;-13,21
01.01.2019;02:20:55;29;-17,47
01.01.2019;02:20:58;30;3,60
01.01.2019;02:22:00;1;10,00
01.01.2019;02:22:00;3;9,15
01.01.2019;02:22:00;7;16,20
01.01.2019;02:22:00;9;3,76
01.01.2019;02:22:00;13;17,30
01.01.2019;02:22:00;15;8,04
01.01.2019;02:22:00;19;10,00
01.01.2019;02:22:00;21;0,26
01.01.2019;02:22:00;24;-0,48
01.01.2019;02:22:00;25;18,11
01.01.2019;02:22:00;27;5,83
01.01.2019;02:22:00;31;12,92
01.01.2019;02:22:00;33;2,60
01.01.2019;02:22:01;18;8,02
01.01.2019;02:22:16;16;13,91
01.01.2019;02:22:22;12;3,41
01.01.2019;02:22:24;6;9,51
01.01.2019;02:22:27;22;7,44
01.01.2019;02:22:31;28;13,77
01.01.2019;02:22:37;34;16,80
01.01.2019;02:22:41;36;5,48
01.01.2019;02:22:44;4;10,18
01.01.2019;02:22:52;10;14,60
01.01.2019;02:22:58;30;8,38
01.01.2019;02:24:00;1;10,00
01.01.2019;02:24:00;3;9,15
01.01.2019;02:24:00;7;16,20
01.01.2019;02:24:00;9;3,76
01.01.2019;02:24:00;13;17,30
01.01.2019;02:24:00;15;8,04
01.01.2019;02:24:00;19;10,00
01.01.2019;02:24:00;21;0,26
01.01.2019;02:24:00;24;2,84
01.01.2019;02:24:00;25;18,11
01.01.2019;02:24:00;27;5,83
01.01.2019;02:24:00;31;10,94
01.01.2019;02:24:00;33;2,60
01.01.2019;02:24:01;18;9,90
01.01.2019;02:24:16;16;22,14
01.01.2019;02:24:22;12;6,70
01.01.2019;02:24:24;6;11,37
01.01.2019;02:24:27;22;12,15
01.01.2019;02:24:31;28;22,06
01.01.2019;02:24:37;34;6,69
01.01.2019;02:24:41;36;4,82
01.01.2019;02:24:44;4;11,24
01.01.2019;02:24:52;10;19,24
01.01.2019;02:24:58;30;5,13
01.01.2019;02:25:00;2;-10,00
01.01.2019;02:25:00;8;-10,89
01.01.2019;02:25:00;14;-12,75
01.01.2019;02:25:00;20;-12,60
01.01.2019;02:25:00;26;-17,68
01.01.2019;02:25:00;32;-11,87
01.01.2019;02:25:05;17;-14,06
01.01.2019;02:25:12;5;-10,51
01.01.2019;02:25:34;11;-11,80
01.01.2019;02:25:43;23;-14,03
01.01.2019;02:25:53;35;-13,70
01.01.2019;02:25:55;29;-19,11
01.01.2019;02:26:00;1;11,86
01.01.2019;02:26:00;3;9,15
01.01.2019;02:26:00;7;16,20
01.01.2019;02:26:00;9;3,76
01.01.2019;02:26:00;13;16,91
01.01.2019;02:26:00;15;8,04
01.01.2019;02:26:00;19;11,34
01.01.2019;02:26:00;21;0,26
01.01.2019;02:26:00;24;-0,37
01.01.2019;02:26:00;25;17,05
01.01.2019;02:26:00;27;5,83
01.01.2019;02:26:00;31;10,00
01.01.2019;02:26:00;33;2,60
01.01.2019;02:26:01;18;10,03
01.01.2019;02:26:16;16;20,48
01.01.2019;02:26:22;12;6,19
01.01.2019;02:26:24;6;10,19
01.01.2019;02:26:27;22;13,80
01.01.2019;02:26:31;28;13,00
01.01.2019;02:26:37;34;9,43
01.01.2019;02:26:41;36;2,93
01.01.2019;02:26:44;4;8,47
01.01.2019;02:26:52;10;16,29
01.01.2019;02:26:58;30;6,60
01.01.2019;02:28:00;1;12,82
01.01.2019;02:28:00;3;9,15
01.01.2019;02:28:00;7;16,20
01.01.2019;02:28:00;9;3,76
01.01.2019;02:28:00;13;15,91
01.01.2019;02:28:00;15;8,04
01.01.2019;02:28:00;19;12,19
01.01.2019;02:28:00;21;0,26
01.01.2019;02:28:00;24;2,92
01.01.2019;02:28:00;25;17,05
01.01.2019;02:28:00;27;5,83
01.01.2019;02:28:00;31;10,00
01.01.2019;02:28:00;33;2,60
01.01.2019;02:28:01;18;7,06
01.01.2019;02:28:16;16;18,03
01.01.2019;02:28:22;12;5,61
01.01.2019;02:28:24;6;11,35
01.01.2019;02:28:27;22;7,24
01.01.2019;02:28:31;28;21,22
01.01.2019;02:28:37;34;13,29
01.01.2019;02:28:41;36;2,09
01.01.2019;02:28:44;4;16,69
01.01.2019;02:28:52;10;19,20
01.01.2019;02:28:58;30;8,15
01.01.2019;02:30:00;1;12,82
01.01.2019;02:30:00;2;-10,00
01.01.2019;02:30:00;3;9,15
01.01.2019;02:30:00;7;16,00
01.01.2019;02:30:00;8;-11,29
01.01.2019;02:30:00;9;2,96
01.01.2019;02:30:00;13;14,57
01.01.2019;02:30:00;14;-12,75
01.01.2019;02:30:00;15;8,04
01.01.2019;02:30:00;19;13,69
01.01.2019;02:30:00;20;-12,60
01.01.2019;02:30:00;21;0,26
01.01.2019;02:30:00;24;0,85
01.01.2019;02:30:00;25;17,05
01.01.2019;02:30:00;26;-17,68
01.01.2019;02:30:00;27;5,83
01.01.2019;02:30:00;31;10,00
01.01.2019;02:30:00;32;-12,36
01.01.2019;02:30:00;33;2,60
01.01.2019;02:30:01;18;9,91
01.01.2019;02:30:05;17;-11,74
01.01.2019;02:30:12;5;-11,83
01.01.2019;02:30:16;16;18,49
01.01.2019;02:30:22;12;5,52
01.01.2019;02:30:24;6;9,00
01.01.2019;02:30:27;22;15,87
01.01.2019;02:30:31;28;16,04
01.01.2019;02:30:34;11;-9,95
01.01.2019;02:30:37;34;5,79
01.01.2019;02:30:41;36;5,22
01.01.2019;02:30:43;23;-13,53
01.01.2019;02:30:44;4;13,12
01.01.2019;02:30:52;10;13,11
01.01.2019;02:30:53;35;-13,62
01.01.2019;02:30:55;29;-18,61
01.01.2019;02:30:58;30;5,15
01.01.2019;02:32:00;1;12,82
01.01.2019;02:32:00;3;9,15
01.01.2019;02:32:00;7;16,00
01.01.2019;02:32:00;9;2,96
01.01.2019;02:32:00;13;14,57
01.01.2019;02:32:00;15;8,04
01.01.2019;02:32:00;19;13,69
01.01.2019;02:32:00;21;0,26
01.01.2019;02:32:00;24;-0,24
01.01.2019;02:32:00;25;15,37
01.01.2019;02:32:00;27;7,32
01.01.2019;02:32:00;31;10,62
01.01.2019;02:32:00;33;2,60
01.01.2019;02:32:01;18;8,47
01.01.2019;02:32:16;16;12,15
01.01.2019;02:32:22;12;2,99
01.01.2019;02:32:24;6;10,10
01.01.2019;02:32:27;22;12,25
01.01.2019;02:32:31;28;11,64
01.01.2019;02:32:37;34;14,60
01.01.2019;02:32:41;36;5,58
01.01.2019;02:32:44;4;14,97
01.01.2019;02:32:52;10;15,87
01.01.2019;02:32:58;30;9,91
01.01.2019;02:34:00;1;12,82
01.01.2019;02:34:00;3;7,32
01.01.2019;02:34:00;7;16,00
01.01.2019;02:34:00;9;2,96
01.01.2019;02:34:00;13;14,57
01.01.2019;02:34:00;15;8,04
01.01.2019;02:34:00;19;13,69
01.01.2019;02:34:00;21;0,00
01.01.2019;02:34:00;24;0,44
01.01.2019;02:34:00;25;15,06
01.01.2019;02:34:00;27;7,32
01.01.2019;02:34:00;31;10,62
01.01.2019;02:34:00;33;2,60
01.01.2019;02:34:01;18;8,91
01.01.2019;02:34:16;16;15,85
01.01.2019;02:34:22;12;4,47
01.01.2019;02:34:24;6;9,26
01.01.2019;02:34:27;22;13,35
01.01.2019;02:34:31;28;13,65
01.01.2019;02:34:37;34;8,14
01.01.2019;02:34:41;36;1,96
01.01.2019;02:34:44;4;16,23
01.01.2019;02:34:52;10;18,35
01.01.2019;02:34:58;30;7,33
01.01.2019;02:35:00;2;-10,00
01.01.2019;02:35:00;8;-11,78
01.01.2019;02:35:00;14;-12,75
01.01.2019;02:35:00;20;-12,10
01.01.2019;02:35:00;26;-17,68
01.01.2019;02:35:00;32;-12,36
01.01.2019;02:35:05;17;-12,27
01.01.2019;02:35:12;5;-11,02
01.01.2019;02:35:34;11;-12,05
01.01.2019;02:35:43;23;-11,03
01.01.2019;02:35:53;35;-14,05
01.01.2019;02:35:55;29;-16,62
01.01.2019;02:36:00;1;12,82
01.01.2019;02:36:00;3;7,06
01.01.2019;02:36:00;7;16,00
01.01.2019;02:36:00;9;2,62
01.01.2019;02:36:00;13;14,57
01.01.2019;02:36:00;15;8,04
01.01.2019;02:36:00;19;13,69
01.01.2019;02:36:00;21;0,00
01.01.2019;02:36:00;24;2,40
01.01.2019;02:36:00;25;15,06
01.01.2019;02:36:00;27;7,95
01.01.2019;02:36:00;31;10,62
01.01.2019;02:36:00;33;2,60
01.01.2019;02:36:01;18;9,83
01.01.2019;02:36:16;16;13,21
01.01.2019;02:36:22;12;3,08
01.01.2019;02:36:24;6;6,90
01.01.2019;02:36:27;22;15,65
01.01.2019;02:36:31;28;18,56
01.01.2019;02:36:37;34;5,65
01.01.2019;02:36:41;36;2,94
01.01.2019;02:36:44;4;8,38
01.01.2019;02:36:52;10;13,10
01.01.2019;02:36:58;30;6,96
01.01.2019;02:38:00;1;12,82
01.01.2019;02:38:00;3;7,06
01.01.2019;02:38:00;7;16,00
01.01.2019;02:38:00;9;2,62
01.01.2019;02:38:00;13;12,82
01.01.2019;02:38:00;15;8,04
01.01.2019;02:38:00;19;14,22
01.01.2019;02:38:00;21;0,00
01.01.2019;02:38:00;24;-0,68
01.01.2019;02:38:00;25;14,74
01.01.2019;02:38:00;27;7,95
01.01.2019;02:38:00;31;12,22
01.01.2019;02:38:00;33;2,60
01.01.2019;02:38:01;18;9,45
01.01.2019;02:38:16;16;11,23
01.01.2019;02:38:22;12;2,98
01.01.2019;02:38:24;6;9,52
01.01.2019;02:38:27;22;15,24
01.01.2019;02:38:31;28;10,53
01.01.2019;02:38:37;34;12,79
01.01.2019;02:38:41;36;4,87
01.01.2019;02:38:44;4;11,67
01.01.2019;02:38:52;10;19,64
01.01.2019;02:38:58;30;9,18
01.01.2019;02:40:00;1;14,04
01.01.2019;02:40:00;2;-10,00
01.01.2019;02:40:00;3;7,06
01.01.2019;02:40:00;7;14,59
01.01.2019;02:40:00;8;-11,78
01.01.2019;02:40:00;9;2,62
01.01.2019;02:40:00;13;12,09
01.01.2019;02:40:00;14;-12,75
01.01.2019;02:40:00;15;8,04
01.01.2019;02:40:00;19;14,22
01.01.2019;02:40:00;20;-11,57
01.01.2019;02:40:00;21;0,00
01.01.2019;02:40:00;24;1,63
01.01.2019;02:40:00;25;14,74
01.01.2019;02:40:00;26;-17,68
01.01.2019;02:40:00;27;7,95
01.01.2019;02:40:00;31;12,69
01.01.2019;02:40:00;32;-12,36
01.01.2019;02:40:00;33;2,60
01.01.2019;02:40:01;18;10,28
01.01.2019;02:40:05;17;-14,09
01.01.2019;02:40:12;5;-10,87
01.01.2019;02:40:16;16;9,73
01.01.2019;02:40:22;12;2,68
01.01.2019;02:40:24;6;7,73
01.01.2019;02:40:27;22;17,31
01.01.2019;02:40:31;28;16,30
01.01.2019;02:40:34;11;-11,13
01.01.2019;02:40:37;34;12,73
01.01.2019;02:40:41;36;1,79
01.01.2019;02:40:43;23;-11,28
01.01.2019;02:40:44;4;14,74
01.01.2019;02:40:52;10;13,76
01.01.2019;02:40:53;35;-14,05
01.01.2019;02:40:55;29;-17,38
01.01.2019;02:40:58;30;8,96
01.01.2019;02:42:00;1;15,86
01.01.2019;02:42:00;3;7,06
01.01.2019;02:42:00;7;13,41
01.01.2019;02:42:00;9;2,17
01.01.2019;02:42:00;13;12,09
01.01.2019;02:42:00;15;7,64
01.01.2019;02:42:00;19;14,22
01.01.2019;02:42:00;21;0,00
01.01.2019;02:42:00;24;1,37
01.01.2019;02:42:00;25;12,78
01.01.2019;02:42:00;27;7,95
01.01.2019;02:42:00;31;14,13
01.01.2019;02:42:00;33;2,60
01.01.2019;02:42:01;18;6,99
01.01.2019;02:42:16;16;11,34
01.01.2019;02:42:22;12;2,87
01.01.2019;02:42:24;6;9,74
01.01.2019;02:42:27;22;10,08
01.01.2019;02:42:31;28;13,70
01.01.2019;02:42:37;34;10,11
01.01.2019;02:42:41;36;4,64
01.01.2019;02:42:44;4;15,00
01.01.2019;02:42:52;10;17,60
01.01.2019;02:42:58;30;7,34
01.01.2019;02:44:00;1;15,86
01.01.2019;02:44:00;3;7,06
01.01.2019;02:44:00;7;11,90
01.01.2019;02:44:00;9;1,07
01.01.2019;02:44:00;13;12,09
01.01.2019;02:44:00;15;7,64
01.01.2019;02:44:00;19;14,22
01.01.2019;02:44:00;21;0,00
01.01.2019;02:44:00;24;-0,09
01.01.2019;02:44:00;25;11,28
01.01.2019;02:44:00;27;7,95
01.01.2019;02:44:00;31;15,91
01.01.2019;02:44:00;33;3,40
01.01.2019;02:44:01;18;10,15
01.01.2019;02:44:16;16;7,58
01.01.2019;02:44:22;12;0,27
01.01.2019;02:44:24;6;8,86
01.01.2019;02:44:27;22;18,00
01.01.2019;02:44:31;28;8,57
01.01.2019;02:44:37;34;16,71
01.01.2019;02:44:41;36;4,03
01.01.2019;02:44:44;4;14,34
01.01.2019;02:44:52;10;13,89
01.01.2019;02:44:58;30;9,27
01.01.2019;02:45:00;2;-10,00
01.01.2019;02:45:00;8;-12,26
01.01.2019;02:45:00;14;-13,07
01.01.2019;02:45:00;20;-10,98
01.01.2019;02:45:00;26;-17,10
01.01.2019;02:45:00;32;-12,72
01.01.2019;02:45:05;17;-14,07
01.01.2019;02:45:12;5;-10,31
01.01.2019;02:45:34;11;-11,17
01.01.2019;02:45:43;23;-12,76
01.01.2019;02:45:53;35;-13,10
01.01.2019;02:45:55;29;-18,88
01.01.2019;02:46:00;1;15,86
01.01.2019;02:46:00;3;7,06
01.01.2019;02:46:00;7;10,07
01.01.2019;02:46:00;9;1,07
01.01.2019;02:46:00;13;12,09
01.01.2019;02:46:00;15;7,64
01.01.2019;02:46:00;19;12,28
01.01.2019;02:46:00;21;0,00
01.01.2019;02:46:00;24;1,77
01.01.2019;02:46:00;25;11,07
01.01.2019;02:46:00;27;8,39
01.01.2019;02:46:00;31;16,86
01.01.2019;02:46:00;33;3,40
01.01.2019;02:46:01;18;8,19
01.01.2019;02:46:16;16;9,35
01.01.2019;02:46:22;12;0,98
01.01.2019;02:46:24;6;9,75
01.01.2019;02:46:27;22;11,15
01.01.2019;02:46:31;28;12,99
01.01.2019;02:46:37;34;21,82
01.01.2019;02:46:41;36;3,03
01.01.2019;02:46:44;4;17,03
01.01.2019;02:46:52;10;14,29
01.01.2019;02:46:58;30;11,37
01.01.2019;02:48:00;1;15,86
01.01.2019;02:48:00;3;7,06
01.01.2019;02:48:00;7;10,07
01.01.2019;02:48:00;9;1,07
01.01.2019;02:48:00;13;12,09
01.01.2019;02:48:00;15;7,10
01.01.2019;02:48:00;19;10,78
01.01.2019;02:48:00;21;0,00
01.01.2019;02:48:00;24;-0,80
01.01.2019;02:48:00;25;11,07
01.01.2019;02:48:00;27;8,39
01.01.2019;02:48:00;31;18,22
01.01.2019;02:48:00;33;3,40
01.01.2019;02:48:01;18;6,19
01.01.2019;02:48:16;16;13,94
01.01.2019;02:48:22;12;2,81
01.01.2019;02:48:24;6;8,69
01.01.2019;02:48:27;22;6,00
01.01.2019;02:48:31;28;6,57
01.01.2019;02:48:37;34;13,99
01.01.2019;02:48:41;36;4,06
01.01.2019;02:48:44;4;17,17
01.01.2019;02:48:52;10;11,65
01.01.2019;02:48:58;30;7,69
01.01.2019;02:50:00;1;17,43
01.01.2019;02:50:00;2;-10,00
01.01.2019;02:50:00;3;7,06
01.01.2019;02:50:00;7;10,07
01.01.2019;02:50:00;8;-12,59
01.01.2019;02:50:00;9;1,07
01.01.2019;02:50:00;13;12,09
01.01.2019;02:50:00;14;-13,67
01.01.2019;02:50:00;15;7,10
01.01.2019;02:50:00;19;10,00
01.01.2019;02:50:00;20;-10,98
01.01.2019;02:50:00;21;0,00
01.01.2019;02:50:00;24;2,28
01.01.2019;02:50:00;25;10,54
01.01.2019;02:50:00;26;-16,66
01.01.2019;02:50:00;27;8,39
01.01.2019;02:50:00;31;18,22
01.01.2019;02:50:00;32;-12,72
01.01.2019;02:50:00;33;3,40
01.01.2019;02:50:01;18;6,59
01.01.2019;02:50:05;17;-14,51
01.01.2019;02:50:12;5;-11,45
01.01.2019;02:50:16;16;10,55
01.01.2019;02:50:22;12;1,46
01.01.2019;02:50:24;6;8,66
01.01.2019;02:50:27;22;6,23
01.01.2019;02:50:31;28;13,73
01.01.2019;02:50:34;11;-11,98
01.01.2019;02:50:37;34;18,37
01.01.2019;02:50:41;36;3,57
01.01.2019;02:50:43;23;-12,44
01.01.2019;02:50:44;4;21,98
01.01.2019;02:50:52;10;11,57
01.01.2019;02:50:53;35;-12,12
01.01.2019;02:50:55;29;-18,12
01.01.2019;02:50:58;30;9,44
01.01.2019;02:52:00;1;18,55
01.01.2019;02:52:00;3;8,74
01.01.2019;02:52:00;7;10,07
01.01.2019;02:52:00;9;1,07
01.01.2019;02:52:00;13;11,80
01.01.2019;02:52:00;15;7,10
01.01.2019;02:52:00;19;10,00
01.01.2019;02:52:00;21;0,00
01.01.2019;02:52:00;24;0,39
01.01.2019;02:52:00;25;10,54
01.01.2019;02:52:00;27;8,39
01.01.2019;02:52:00;31;19,06
01.01.2019;02:52:00;33;3,40
01.01.2019;02:52:01;18;9,14
01.01.2019;02:52:16;16;13,91
01.01.2019;02:52:22;12;2,92
01.01.2019;02:52:24;6;8,24
01.01.2019;02:52:27;22;12,60
01.01.2019;02:52:31;28;9,01
01.01.2019;02:52:37;34;23,39
01.01.2019;02:52:41;36;6,33
01.01.2019;02:52:44;4;18,93
01.01.2019;02:52:52;10;6,31
01.01.2019;02:52:58;30;11,12
01.01.2019;02:54:00;1;18,55
01.01.2019;02:54:00;3;8,74
01.01.2019;02:54:00;7;10,07
01.01.2019;02:54:00;9;1,07
01.01.2019;02:54:00;13;11,80
01.01.2019;02:54:00;15;7,10
01.01.2019;02:54:00;19;10,00
01.01.2019;02:54:00;21;0,00
01.01.2019;02:54:00;24;1,03
01.01.2019;02:54:00;25;10,00
01.01.2019;02:54:00;27;8,39
01.01.2019;02:54:00;31;19,80
01.01.2019;02:54:00;33;3,40
01.01.2019;02:54:01;18;7,44
01.01.2019;02:54:16;16;10,38
01.01.2019;02:54:22;12;1,50
01.01.2019;02:54:24;6;8,47
01.01.2019;02:54:27;22;8,34
01.01.2019;02:54:31;28;10,08
01.01.2019;02:54:37;34;21,63
01.01.2019;02:54:41;36;5,03
01.01.2019;02:54:44;4;13,65
01.01.2019;02:54:52;10;6,90
01.01.2019;02:54:58;30;10,12
01.01.2019;02:55:00;2;-10,00
01.01.2019;02:55:00;8;-13,19
01.01.2019;02:55:00;14;-14,25
01.01.2019;02:55:00;20;-10,98
01.01.2019;02:55:00;26;-16,09
01.01.2019;02:55:00;32;-12,72
01.01.2019;02:55:05;17;-12,78
01.01.2019;02:55:12;5;-9,88
01.01.2019;02:55:34;11;-14,14
01.01.2019;02:55:43;23;-11,80
01.01.2019;02:55:53;35;-14,62
01.01.2019;02:55:55;29;-16,91
01.01.2019;02:56:00;1;18,82
01.01.2019;02:56:00;3;8,74
01.01.2019;02:56:00;7;10,07
01.01.2019;02:56:00;9;1,07
01.01.2019;02:56:00;13;11,80
01.01.2019;02:56:00;15;7,10
01.01.2019;02:56:00;19;11,21
01.01.2019;02:56:00;21;0,00
01.01.2019;02:56:00;24;2,58
01.01.2019;02:56:00;25;10,00
01.01.2019;02:56:00;27;9,46
01.01.2019;02:56:00;31;20,00
01.01.2019;02:56:00;33;3,40
01.01.2019;02:56:01;18;8,89
01.01.2019;02:56:16;16;10,05
01.01.2019;02:56:22;12;1,37
01.01.2019;02:56:24;6;8,25
01.01.2019;02:56:27;22;13,19
01.01.2019;02:56:31;28;13,95
01.01.2019;02:56:37;34;15,92
01.01.2019;02:56:41;36;4,26
01.01.2019;02:56:44;4;23,12
01.01.2019;02:56:52;10;6,34
01.01.2019;02:56:58;30;8,83
01.01.2019;02:58:00;1;20,00
01.01.2019;02:58:00;3;8,74
01.01.2019;02:58:00;7;10,07
01.01.2019;02:58:00;9;1,07
01.01.2019;02:58:00;13;11,80
01.01.2019;02:58:00;15;7,10
01.01.2019;02:58:00;19;11,21
01.01.2019;02:58:00;21;0,00
01.01.2019;02:58:00;24;0,24
01.01.2019;02:58:00;25;10,24
01.01.2019;02:58:00;27;10,80
01.01.2019;02:58:00;31;20,00
01.01.2019;02:58:00;33;3,40
01.01.2019;02:58:01;18;6,72
01.01.2019;02:58:16;16;7,55
01.01.2019;02:58:22;12;0,37
